,State_ab,City,Zip_Code,Area_Code,Lat,Lon,Mean,Median,Stdev,Households,Mean-Binned,Median-Binned,MeanLow,MeanMedium,MeanHigh,MedianLow,MedianMedium,MedianHigh
11263,PA,Gibsonia,15044,724,40.652805,-79.94073399999999,1.4177806091858445,0.5876677078455164,164799.653907585+0i,863,MeanMedium,MedianMedium,0,1,0,0,1,0
11264,PA,Barto,19504,610,40.400451000000004,-75.587556,-0.17174835172255631,-0.40294280795329573,88389.9597390812+0i,496,MeanMedium,MedianMedium,0,1,0,0,1,0
11265,PA,Harrisville,16038,814,41.195544,-79.98214,0.9540433926661542,2.2807398451811984,152994.58065172+0i,91,MeanMedium,MedianHigh,0,1,0,0,0,1
11266,PA,Bath,18014,610,40.729195000000004,-75.39059300000001,0.41591163487042543,-0.28282170903357085,129706.101381611+0i,1016,MeanMedium,MedianMedium,0,1,0,0,1,0
11267,PA,Fredericktown,15333,724,40.061904,-80.030231,0.07609611976971214,-0.34178188407521615,104473.616278416+0i,187,MeanMedium,MedianMedium,0,1,0,0,1,0
11268,PA,Panama,14767,716,41.993435999999996,-79.501364,-0.9484363993255231,-0.7464212633572291,50872.172823143+0i,60,MeanLow,MedianLow,1,0,0,1,0,0
11269,PA,Beaver,15009,724,40.693538000000004,-80.307582,0.4039258305747235,-0.25750688060995425,124403.920629242+0i,2136,MeanMedium,MedianMedium,0,1,0,0,1,0
11270,PA,Beaver Falls,15010,724,40.759401000000004,-80.322551,-0.29381063446888317,-0.6372417405734486,100633.815113505+0i,3175,MeanMedium,MedianLow,0,1,0,1,0,0
11271,PA,Beaver Springs,17812,570,40.744823,-77.216216,-0.2093566072176278,-0.5872586314069758,103125.05645809+0i,232,MeanMedium,MedianLow,0,1,0,1,0,0
11272,PA,Boyertown,19512,610,40.370158,-75.630835,-0.09923552018724216,-0.32788110893886874,88676.8010256442+0i,342,MeanMedium,MedianMedium,0,1,0,0,1,0
11273,PA,Blanchard,16826,570,41.072748,-77.580412,-0.3259424310992949,-0.5240958964403881,86326.4525079807+0i,292,MeanMedium,MedianLow,0,1,0,1,0,0
11274,PA,Nazareth,18064,610,40.782132,-75.2743,-0.3768102686100113,1.6590593829116356,0+29753.3882092102i,445,MeanMedium,MedianHigh,0,1,0,0,0,1
11275,PA,Bellefonte,16823,814,40.914123,-77.768342,-0.22920864904433957,-0.44118858999211924,84637.2139536746+0i,2698,MeanMedium,MedianMedium,0,1,0,0,1,0
11276,PA,Belleville,17004,717,40.606583,-77.719782,0.8831169729056623,-0.1863369012893347,157299.702604231+0i,823,MeanMedium,MedianMedium,0,1,0,0,1,0
11277,PA,Bellwood,16617,814,40.600928,-78.334293,-0.1919719316860401,-0.45543750618733764,92431.6018677114+0i,731,MeanMedium,MedianMedium,0,1,0,0,1,0
11278,PA,Pittsburgh,15218,412,40.505159,-80.082138,1.509768442004743,0.5668911467964676,168679.823609035+0i,706,MeanMedium,MedianMedium,0,1,0,0,1,0
11279,PA,Bendersville,17306,717,39.981276,-77.249315,-0.4798011014078919,1.6590593829116356,32709.9781743825+0i,231,MeanMedium,MedianHigh,0,1,0,0,0,1
11280,PA,Bentleyville,15314,724,40.117846,-80.00442,-0.39911277667081757,-0.5141987434810567,81614.9416679409+0i,1078,MeanMedium,MedianMedium,0,1,0,0,1,0
11281,PA,Berlin,15530,814,39.921523,-78.950859,-0.5916126848284693,-0.5257868672977614,66385.3058604733+0i,782,MeanMedium,MedianLow,0,1,0,1,0,0
11282,PA,Elizabethville,17023,717,40.602934999999995,-76.81010500000001,-0.3799795231867187,-0.39154118827527196,74639.5053410139+0i,159,MeanMedium,MedianMedium,0,1,0,0,1,0
11283,PA,Berwyn,19312,610,40.038794,-75.442087,1.8547731291944494,0.957306477101753,186443.364259863+0i,1348,MeanMedium,MedianMedium,0,1,0,0,1,0
11284,PA,Honesdale,18431,570,41.614398,-75.288511,0.2922195547691303,2.2807398451811984,117525.785671875+0i,98,MeanMedium,MedianHigh,0,1,0,0,0,1
11285,PA,Bethel Park,15102,412,40.323889,-80.03636800000001,0.959944004234626,0.062049310605846425,146731.787594572+0i,13367,MeanMedium,MedianMedium,0,1,0,0,1,0
11286,PA,Bethlehem,18018,610,40.626424,-75.367898,0.4411841987085394,-0.24149239190189029,128768.793094714+0i,20680,MeanMedium,MedianMedium,0,1,0,0,1,0
11287,PA,Covington Twp,18444,570,41.249749,-75.479672,0.47427802416808207,-0.2648054092369989,123990.756802395+0i,496,MeanMedium,MedianMedium,0,1,0,0,1,0
11288,PA,Darlington,16115,724,40.82264,-80.357679,0.10756380985904644,-0.2970457580102984,104689.332267507+0i,801,MeanMedium,MedianMedium,0,1,0,0,1,0
11289,PA,Biglerville,17307,717,39.930341,-77.246319,0.14822705884763426,-0.3428760416888106,112039.92673626+0i,454,MeanMedium,MedianMedium,0,1,0,0,1,0
11290,PA,Dingmans Ferry,18328,570,41.250911,-74.910728,-0.613934433405329,-0.5715425493208012,57228.3294518708+0i,538,MeanMedium,MedianLow,0,1,0,1,0,0
11291,PA,Birdsboro,19508,610,40.262329,-75.810113,0.12835326134646466,-0.32662531440508424,107692.973337514+0i,1987,MeanMedium,MedianMedium,0,1,0,0,1,0
11292,PA,Blairsville,15717,724,40.465148,-79.186897,-0.9752552148324698,-0.7897275243589269,54006.2706606266+0i,614,MeanLow,MedianLow,1,0,0,1,0,0
11293,PA,Blairsville,15717,724,40.43249,-79.25988199999999,0.2735429028534935,-0.2622067849047121,119733.860716139+0i,1448,MeanMedium,MedianMedium,0,1,0,0,1,0
11294,PA,Blanchard,16826,570,41.066301,-77.607919,-0.48556067113465257,2.2807398451811984,76312.9729577345+0i,289,MeanMedium,MedianHigh,0,1,0,0,0,1
11295,PA,Blandon,19510,610,40.44515,-75.879451,0.7695931835764472,0.06563019006851911,132368.931340389+0i,2631,MeanMedium,MedianMedium,0,1,0,0,1,0
11296,PA,New Bloomfield,17068,717,40.418871,-77.188969,-0.05107246038327269,-0.44416022260176774,103645.838757597+0i,460,MeanMedium,MedianMedium,0,1,0,0,1,0
11297,PA,Bloomsburg,17815,570,41.002717,-76.45658,0.07716597643974003,-0.38447889822388975,117547.080570763+0i,4820,MeanMedium,MedianMedium,0,1,0,0,1,0
11298,PA,East Earl,17519,717,40.11163,-76.055194,-0.4681629187966984,1.6590593829116356,0+51415.5733908871i,343,MeanMedium,MedianHigh,0,1,0,0,0,1
11299,PA,Cascade,21719,301,39.725508000000005,-77.46905600000001,0.15710957690326535,-0.5010564185086781,117879.356612754+0i,481,MeanMedium,MedianMedium,0,1,0,0,1,0
11300,PA,Bobtown,15315,724,39.760264,-79.984447,-0.631282947329866,-0.5709208688585317,62971.640715233+0i,343,MeanMedium,MedianLow,0,1,0,1,0,0
11301,PA,New Florence,15944,724,40.395006,-79.152089,0.1071187455878588,-0.34919231518546934,109612.712593815+0i,169,MeanMedium,MedianMedium,0,1,0,0,1,0
11302,PA,Boothwyn,19061,610,39.835656,-75.44533100000001,0.007486903305833659,-0.3033744651162026,95395.9285459097+0i,2073,MeanMedium,MedianMedium,0,1,0,0,1,0
11303,PA,Boswell,15531,814,40.161484,-79.027467,-0.7287735243878656,-0.626673172714866,64265.7080437147+0i,560,MeanLow,MedianLow,1,0,0,1,0,0
11304,PA,Palmerton,18071,610,40.801445,-75.661116,-0.1597885405272507,-0.4300605097174941,95150.4437073452+0i,464,MeanMedium,MedianMedium,0,1,0,0,1,0
11305,PA,Boyertown,19512,610,40.332351,-75.63758299999999,-0.20717593170954782,-0.50588065889589,95123.9025818539+0i,1889,MeanMedium,MedianMedium,0,1,0,0,1,0
11306,PA,Braddock,15104,412,40.401736,-79.868622,-1.3522223406819212,-1.1113103938817264,35251.3666720096+0i,737,MeanLow,MedianLow,1,0,0,1,0,0
11307,PA,Latrobe,15650,724,40.323621,-79.340254,-0.6132347526017684,-0.42272468026271326,0+46791.9287540012i,251,MeanMedium,MedianMedium,0,1,0,0,1,0
11308,PA,Bradford Woods,15015,724,40.636935,-80.080897,2.496243396498161,1.6016285418071732,212458.126488204+0i,496,MeanHigh,MedianHigh,0,0,1,0,0,1
11309,PA,Shenandoah,17976,570,40.860056,-76.168887,-0.4642192949738117,-0.45828480270453226,67904.0621845635+0i,88,MeanMedium,MedianMedium,0,1,0,0,1,0
11310,PA,Breinigsville,18031,610,40.538903000000005,-75.634783,1.2413179941214139,2.2807398451811984,155512.492500799+0i,1810,MeanMedium,MedianHigh,0,1,0,0,0,1
11311,PA,Steelton,17113,717,40.231891,-76.81907700000001,0.23638306524449984,-0.3570752234470474,117930.990888473+0i,543,MeanMedium,MedianMedium,0,1,0,0,1,0
11312,PA,Ephrata,17522,717,40.226828000000005,-76.286485,0.989539460485268,2.2807398451811984,149822.671726624+0i,511,MeanMedium,MedianHigh,0,1,0,0,0,1
11313,PA,Bridgeville,15017,412,40.358909000000004,-80.109338,0.34648319963522184,-0.28589281051718246,124757.127928975+0i,2546,MeanMedium,MedianMedium,0,1,0,0,1,0
11314,PA,Houtzdale,16651,814,40.838547999999996,-78.351235,-0.4848050551404456,-0.5767646652038655,72395.7236193452+0i,126,MeanMedium,MedianLow,0,1,0,1,0,0
11315,PA,Chalfont,18914,267,40.267247,-75.214396,1.4511334065023072,0.41295063072927846,169327.913637411+0i,1533,MeanMedium,MedianMedium,0,1,0,0,1,0
11316,PA,Brockway,15824,814,41.247102000000005,-78.792415,0.10850513508151297,-0.4320498871967567,116454.033206173+0i,929,MeanMedium,MedianMedium,0,1,0,0,1,0
11317,PA,Brookhaven,19015,610,39.871096,-75.391253,0.648945551194952,-0.034559833230843634,131299.788540911+0i,3419,MeanMedium,MedianMedium,0,1,0,0,1,0
11318,PA,Broomall,19008,610,39.969466,-75.352926,0.9486585705270968,0.056106045386549404,146135.635248208+0i,4048,MeanMedium,MedianMedium,0,1,0,0,1,0
11319,PA,Brownstown,17508,717,40.127126000000004,-76.21818,0.5033326814738159,-0.1267799130039106,124420.869888188+0i,947,MeanMedium,MedianMedium,0,1,0,0,1,0
11320,PA,Pittston,18640,570,41.313773,-75.782667,0.9337818001365039,-0.24395424653247777,156751.854742863+0i,599,MeanMedium,MedianMedium,0,1,0,0,1,0
11321,PA,Huntingdon Valley,19006,215,40.141067,-75.067401,1.9241211898100061,0.9796372393064757,189417.855840123+0i,446,MeanMedium,MedianMedium,0,1,0,0,1,0
11322,PA,Bloomsburg,17815,570,41.020441999999996,-76.4932,0.6065555550769076,2.2807398451811984,133380.365489205+0i,148,MeanMedium,MedianHigh,0,1,0,0,0,1
11323,PA,Uniontown,15401,724,39.92995,-79.839164,-0.49858223651370165,2.2807398451811984,65934.63940832+0i,120,MeanMedium,MedianHigh,0,1,0,0,0,1
11324,PA,Burgettstown,15021,724,40.381293,-80.392613,-0.20467195950473197,-0.46621744540309185,93643.4817892174+0i,582,MeanMedium,MedianMedium,0,1,0,0,1,0
11325,PA,Lewistown,17044,717,40.634293,-77.562995,-0.36929280555961275,-0.5421494970646963,83539.4047258359+0i,861,MeanMedium,MedianLow,0,1,0,1,0,0
11326,PA,Butler,16001,724,40.861554,-79.89617,-0.29869230220880366,-0.571791221505709,98817.1872079386+0i,6060,MeanMedium,MedianLow,0,1,0,1,0,0
11327,PA,Cairnbrook,15924,814,40.124587,-78.818938,-0.5430798911699475,-0.6256909175844801,70285.752142052+0i,268,MeanMedium,MedianLow,0,1,0,1,0,0
11328,PA,Sligo,16255,814,41.125669,-79.557671,-0.8196078016699317,-0.4260071531034965,0+35148.3138436127i,67,MeanLow,MedianMedium,1,0,0,0,1,0
11329,PA,Meyersdale,15552,814,39.801153,-78.92160600000001,-0.39562065217443826,-0.26116236172809926,0+29790.5816267942i,17,MeanMedium,MedianMedium,0,1,0,0,1,0
11330,PA,Mount Pleasant,15666,724,40.218902,-79.48919000000001,0.17166238430506445,-0.329572079796242,101902.498053038+0i,551,MeanMedium,MedianMedium,0,1,0,0,1,0
11331,PA,Palmyra,17078,717,40.27609,-76.58474100000001,0.9943884849180309,0.22471822036330022,146263.998673252+0i,1424,MeanMedium,MedianMedium,0,1,0,0,1,0
11332,PA,Union City,16438,814,41.811496999999996,-79.83575400000001,1.2851264533476778,0.0987657587074868,173444.161401389+0i,276,MeanMedium,MedianMedium,0,1,0,0,1,0
11333,PA,Canton,17724,570,41.657109999999996,-76.852662,-0.5015202292366093,-0.5399363146190166,78316.7724514869+0i,834,MeanMedium,MedianLow,0,1,0,1,0,0
11334,PA,Carlisle,17013,717,40.199993,-77.204145,0.5893485905577913,-0.2039677591992995,135118.248127937+0i,7467,MeanMedium,MedianMedium,0,1,0,0,1,0
11335,PA,Carnegie,15106,412,40.407968,-80.08601999999999,0.6529158090207767,-0.25475905296672274,143819.840211423+0i,3733,MeanMedium,MedianMedium,0,1,0,0,1,0
11336,PA,Carrolltown,15722,814,40.604772,-78.707211,-0.5126905965085948,-0.4920171845872787,70838.788067097+0i,368,MeanMedium,MedianMedium,0,1,0,0,1,0
11337,PA,Cashtown,17310,717,39.8846,-77.350689,-0.5790071066874694,-0.427325115683508,63096.4791643143+0i,170,MeanMedium,MedianMedium,0,1,0,0,1,0
11338,PA,Rockwood,15557,814,39.885407,-79.21065,-0.9467308128513922,-0.7900134973715709,47078.2876034392+0i,30,MeanLow,MedianLow,1,0,0,1,0,0
11339,PA,Lock Haven,17745,570,41.11712,-77.42697199999999,-0.30475127039019223,-0.2546098496557781,53550.5250689241+0i,507,MeanMedium,MedianMedium,0,1,0,0,1,0
11340,PA,Catasauqua,18032,610,40.653969000000004,-75.460977,-0.36929463914294897,-0.4310676320663708,78829.5385445078+0i,2654,MeanMedium,MedianMedium,0,1,0,0,1,0
11341,PA,Cecil,15321,412,40.318355,-80.193281,0.8204235935662493,0.10081730423297636,136021.743286862+0i,988,MeanMedium,MedianMedium,0,1,0,0,1,0
11342,PA,Northampton,18067,610,40.687661999999996,-75.517519,0.15157329763384578,-0.2976425712540772,109588.571147849+0i,593,MeanMedium,MedianMedium,0,1,0,0,1,0
11343,PA,Titusville,16354,814,41.738906,-79.761071,-0.19423351150929757,-0.6444532339357755,111517.595933688+0i,79,MeanMedium,MedianLow,0,1,0,1,0,0
11344,PA,Cairnbrook,15924,814,40.109612,-78.80431999999999,-0.5998736939467415,-0.5467374988762457,65867.5595755862+0i,420,MeanMedium,MedianLow,0,1,0,1,0,0
11345,PA,Centre Hall,16828,814,40.844791,-77.68504899999999,0.3703147446436584,-0.23803584853167153,118140.428101432+0i,468,MeanMedium,MedianMedium,0,1,0,0,1,0
11346,PA,Pittsburgh,15203,412,40.410119,-79.838614,-0.3395934828406336,-0.4814983511656777,84327.6773702267+0i,426,MeanMedium,MedianMedium,0,1,0,0,1,0
11347,PA,Farmington,15437,724,39.847801000000004,-79.618245,-0.5287311376810698,2.2807398451811984,68780.9181216281+0i,67,MeanMedium,MedianHigh,0,1,0,0,0,1
11348,PA,Bath,18014,610,40.759951,-75.400576,-0.5857646386506694,-0.5416894535226168,63617.0345688676+0i,78,MeanMedium,MedianLow,0,1,0,1,0,0
11349,PA,Larksville,18704,570,41.279795,-75.965298,1.1898736661530653,0.27733725468979603,157253.028273633+0i,310,MeanMedium,MedianMedium,0,1,0,0,1,0
11350,PA,Foxburg,16036,724,41.159439,-79.801209,-0.9127676216288216,-0.725346295686291,0+34946.6903494821i,26,MeanLow,MedianLow,1,0,0,1,0,0
11351,PA,Chester,19013,610,39.845558000000004,-75.371882,-0.5258322750859794,-0.6890774575174847,88160.8470528684+0i,11765,MeanMedium,MedianLow,0,1,0,1,0,0
11352,PA,Aston,19014,610,39.891026000000004,-75.471052,1.2999228903983102,0.22458145066160093,163863.240793988+0i,1065,MeanMedium,MedianMedium,0,1,0,0,1,0
11353,PA,Patton,16668,814,40.578082,-78.61052099999999,-0.31495615635770846,-0.2520609597604729,77499.5453845878+0i,68,MeanMedium,MedianMedium,0,1,0,0,1,0
11354,PA,Indiana,15701,724,40.640370000000004,-79.14562,0.08839772478801465,-0.31584537518933,102834.910280558+0i,713,MeanMedium,MedianMedium,0,1,0,0,1,0
11355,PA,West Chester,19382,484,39.93352,-75.53030600000001,3.570087968325343,2.2807398451811984,245266.831999159+0i,9,,MedianHigh,0,0,0,0,0,1
11356,PA,Chicora,16025,724,40.952507000000004,-79.73905,0.41430295874801926,-0.27980034198694076,127048.957285851+0i,414,MeanMedium,MedianMedium,0,1,0,0,1,0
11357,PA,Atglen,19310,610,39.954504,-75.997346,0.07756175545159162,-0.4146801350809451,110261.12885218+0i,315,MeanMedium,MedianMedium,0,1,0,0,1,0
11358,PA,Pittsburgh,15221,412,40.438849,-79.841599,1.3135736816595287,0.3657899508615094,160838.636681977+0i,1323,MeanMedium,MedianMedium,0,1,0,0,1,0
11359,PA,Richboro,18954,215,40.199342,-74.996169,2.4129918373296824,1.4047672066248935,206010.224707279+0i,1253,MeanHigh,MedianHigh,0,0,1,0,0,1
11360,PA,Snow Shoe,16874,814,41.048426,-77.94599000000001,-0.007366004237936972,-0.5079073372028887,108121.013718406+0i,242,MeanMedium,MedianMedium,0,1,0,0,1,0
11361,PA,Clarion,16214,814,41.209445,-79.380087,0.18379234923570317,-0.46762244324782104,128650.903732291+0i,1997,MeanMedium,MedianMedium,0,1,0,0,1,0
11362,PA,Clarks Summit,18411,570,41.500913,-75.69531500000001,1.191523601155321,0.2962736415705269,157478.491579043+0i,607,MeanMedium,MedianMedium,0,1,0,0,1,0
11363,PA,Fredericktown,15333,724,39.974396,-80.043902,-0.3313667557693512,-0.3166535597902804,75633.7122109923+0i,70,MeanMedium,MedianMedium,0,1,0,0,1,0
11364,PA,Claysburg,16625,814,40.289654,-78.448225,-0.5833750756568531,-0.44775353567368587,65272.4360398292+0i,646,MeanMedium,MedianMedium,0,1,0,0,1,0
11365,PA,Clearfield,16830,814,41.021498,-78.439398,-0.30455994134179626,-0.5434550260354624,92992.6290274575+0i,2920,MeanMedium,MedianLow,0,1,0,1,0,0
11366,PA,Primos,19018,610,39.93015,-75.295827,-0.4063723878149792,-0.4955731968314606,77169.7047198321+0i,2396,MeanMedium,MedianMedium,0,1,0,0,1,0
11367,PA,Harrisville,16038,814,41.201025,-79.874512,-0.417335463246016,-0.4872053778093123,78981.6018665904+0i,191,MeanMedium,MedianMedium,0,1,0,0,1,0
11368,PA,Coal Center,15423,724,40.070033,-79.901166,0.5735525502124302,-0.5366662753874787,149508.870992606+0i,34,MeanMedium,MedianLow,0,1,0,1,0,0
11369,PA,Lansford,18232,570,40.81974,-75.916102,-0.6334656294106773,-0.6743063297339599,74097.6157104623+0i,1011,MeanMedium,MedianLow,0,1,0,1,0,0
11370,PA,Flinton,16640,814,40.746364,-78.529652,-0.8877227265179809,-0.6810080451172258,56165.8544116196+0i,214,MeanLow,MedianLow,1,0,0,1,0,0
11371,PA,Spring Mills,16875,814,40.866084,-77.46385699999999,0.2075917389734915,-0.16851953924068902,104481.158584299+0i,45,MeanMedium,MedianMedium,0,1,0,0,1,0
11372,PA,Atglen,19310,610,39.888614000000004,-75.92981,0.18702113123727712,2.2807398451811984,104887.514014676+0i,271,MeanMedium,MedianHigh,0,1,0,0,0,1
11373,PA,Trappe,19426,610,40.186865000000004,-75.45751899999999,1.9146711918233554,0.9920832821611123,185779.232168824+0i,1255,MeanMedium,MedianMedium,0,1,0,0,1,0
11374,PA,West Newton,15089,724,40.220942,-79.781219,0.2612151636574649,-0.41413305627414787,131970.103991088+0i,465,MeanMedium,MedianMedium,0,1,0,0,1,0
11375,PA,West Lawn,19609,610,40.346525,-75.98267,1.4054181655304914,0.5201780768615326,162469.448253744+0i,485,MeanMedium,MedianMedium,0,1,0,0,1,0
11376,PA,Corry,16407,814,41.947871,-79.583499,0.638300410808972,-0.2904062106732595,139034.488462091+0i,273,MeanMedium,MedianMedium,0,1,0,0,1,0
11377,PA,Colwyn,19023,610,39.911809000000005,-75.253077,-0.5635318476868035,-0.5426592750437573,69848.5932566615+0i,892,MeanMedium,MedianLow,0,1,0,1,0,0
11378,PA,Dingmans Ferry,18328,570,41.304037,-74.992538,1.642719269527393,2.2807398451811984,185121.400177908+0i,371,MeanMedium,MedianHigh,0,1,0,0,0,1
11379,PA,Confluence,15424,814,39.809903999999996,-79.355905,-0.61509939237304,-0.6787948626715461,76277.3304763407+0i,306,MeanMedium,MedianLow,0,1,0,1,0,0
11380,PA,Conneaut Lake,16316,814,41.619057,-80.311992,0.8412478868106811,-0.2461798625874028,151766.072480747+0i,1299,MeanMedium,MedianMedium,0,1,0,0,1,0
11381,PA,Connellsville,15425,724,40.015685999999995,-79.589692,-0.5104876342942793,-0.6290106912529996,85372.9196444097+0i,3333,MeanMedium,MedianLow,0,1,0,1,0,0
11382,PA,Conshohocken,19428,610,40.077219,-75.3041,1.2134112531709802,0.06881319403533927,162158.462143899+0i,3812,MeanMedium,MedianMedium,0,1,0,0,1,0
11383,PA,Sugarloaf,18249,570,40.991082,-76.059499,1.285611948246547,0.3927211484870269,161844.771538646+0i,834,MeanMedium,MedianMedium,0,1,0,0,1,0
11384,PA,Cooperstown,16317,814,41.4998,-79.873626,-0.5222297782398893,-0.39027296013224205,22521.9008198785+0i,222,MeanMedium,MedianMedium,0,1,0,0,1,0
11385,PA,Homer City,15748,724,40.503555,-79.175216,-0.923614800800163,-0.7021451808343909,49048.6079246055+0i,245,MeanLow,MedianLow,1,0,0,1,0,0
11386,PA,Cornwall,17042,717,40.26117,-76.41051800000001,0.9489993073217912,2.2807398451811984,147433.772612521+0i,1735,MeanMedium,MedianHigh,0,1,0,0,0,1
11387,PA,Corry,16407,814,41.928225,-79.63313000000001,-0.6368907357111405,-0.62393777868088,70379.9839673084+0i,2555,MeanMedium,MedianLow,0,1,0,1,0,0
11388,PA,Coudersport,16915,814,41.775844,-78.016038,0.8755880405597811,-0.26359934914019595,156211.505387685+0i,1018,MeanMedium,MedianMedium,0,1,0,0,1,0
11389,PA,New Alexandria,15670,724,40.363841,-79.46949000000001,-0.9328024414221858,-0.7677200359945844,49973.4681899448+0i,127,MeanLow,MedianLow,1,0,0,1,0,0
11390,PA,Albion,16401,814,41.902594,-80.336603,-0.4707687379252782,-0.35544642063590115,0+30527.8282297731i,214,MeanMedium,MedianMedium,0,1,0,0,1,0
11391,PA,Brockway,15824,814,41.251665,-78.754056,0.5582132638769639,-0.032993198465924335,133245.881943945+0i,191,MeanMedium,MedianMedium,0,1,0,0,1,0
11392,PA,Cressona,17929,570,40.630394,-76.193861,-0.17537577864618822,-0.36495813170862546,85592.3579094175+0i,725,MeanMedium,MedianMedium,0,1,0,0,1,0
11393,PA,Red Lion,17356,717,39.820013,-76.572823,0.6088317852613219,-0.06721049110924107,127015.542740447+0i,180,MeanMedium,MedianMedium,0,1,0,0,1,0
11394,PA,Croydon,19021,215,40.090348,-74.896679,0.04472287456724235,-0.30681857487717595,98817.4051821802+0i,3652,MeanMedium,MedianMedium,0,1,0,0,1,0
11395,PA,Saint Clair,17970,570,40.713761,-76.14315699999999,-0.30515114867324594,-0.28293361151677937,51162.3555886981+0i,161,MeanMedium,MedianMedium,0,1,0,0,1,0
11396,PA,Curwensville,16833,814,40.972743,-78.518425,-0.38057866397140877,-0.5615459274875066,89237.3983261538+0i,1053,MeanMedium,MedianLow,0,1,0,1,0,0
11397,PA,Johnstown,15902,814,40.311988,-78.904901,-1.088374899704404,-0.8438012909671335,46082.2705593595+0i,533,MeanLow,MedianLow,1,0,0,1,0,0
11398,PA,Dallastown,17313,717,39.89962,-76.64097,-0.16694265922030535,-0.35913920258178234,88845.7490618991+0i,1592,MeanMedium,MedianMedium,0,1,0,0,1,0
11399,PA,Waverly,18471,570,41.53761,-75.73827,1.2272987802251698,0.18639783666900436,159261.105517773+0i,534,MeanMedium,MedianMedium,0,1,0,0,1,0
11400,PA,Darby,19023,610,39.920953000000004,-75.261082,-0.49555955332148266,-0.6391067819602573,86852.3246667796+0i,3040,MeanMedium,MedianLow,0,1,0,1,0,0
11401,PA,Leesport,19533,610,40.46076,-75.995109,-0.10091552644357121,2.2807398451811984,86785.252653554+0i,338,MeanMedium,MedianHigh,0,1,0,0,0,1
11402,PA,Davidsville,15928,814,40.234795,-78.93563,1.694922215872186,2.2807398451811984,178724.306862486+0i,532,MeanMedium,MedianHigh,0,1,0,0,0,1
11403,PA,Dayton,16222,814,40.881195,-79.241127,-0.3051684016959959,-0.48939369303650115,87133.8216670827+0i,200,MeanMedium,MedianMedium,0,1,0,0,1,0
11404,PA,Farmington,15437,724,39.847251,-79.589543,0.532979876997759,2.2807398451811984,139969.631686063+0i,129,MeanMedium,MedianHigh,0,1,0,0,0,1
11405,PA,Defiance,16633,814,40.159907000000004,-78.231776,-0.7976936737352874,-0.6176463724027119,52807.783282679+0i,76,MeanLow,MedianLow,1,0,0,1,0,0
11406,PA,East Stroudsburg,18301,570,40.967874,-75.133837,0.3939102896118942,-0.40296767517178655,134364.512278641+0i,310,MeanMedium,MedianMedium,0,1,0,0,1,0
11407,PA,Delta,17314,717,39.726707,-76.32713100000001,0.10552041992880747,-0.42399290840574316,113541.985038668+0i,262,MeanMedium,MedianMedium,0,1,0,0,1,0
11408,PA,Derry,15627,724,40.333431,-79.301084,-0.5392268618675314,-0.5748498893800753,75399.379620091+0i,1105,MeanMedium,MedianLow,0,1,0,1,0,0
11409,PA,Devon,19333,610,40.048947,-75.426792,2.8514770394979334,1.5143694721230174,218811.805072066+0i,590,MeanHigh,MedianHigh,0,0,1,0,0,1
11410,PA,Scranton,18508,570,41.468348999999996,-75.635816,-0.028792622716683775,-0.3886317237118504,104525.902116564+0i,2642,MeanMedium,MedianMedium,0,1,0,0,1,0
11411,PA,Dillsburg,17019,717,40.110316,-77.033493,0.2623528509889804,-0.33125061704436976,118828.796879168+0i,1099,MeanMedium,MedianMedium,0,1,0,0,1,0
11412,PA,Jones Mills,15646,724,40.11202,-79.380772,-0.9206106677956023,-0.7141063129284573,54157.1836943762+0i,76,MeanLow,MedianLow,1,0,0,1,0,0
11413,PA,Pittsburgh,15216,412,40.394046,-80.03770899999999,0.14791461376349016,-0.335515345015539,110004.784620971+0i,3936,MeanMedium,MedianMedium,0,1,0,0,1,0
11414,PA,Stowe,19464,610,40.259899,-75.724228,-0.585640314193548,-0.44486893832875507,62450.788929525+0i,330,MeanMedium,MedianMedium,0,1,0,0,1,0
11415,PA,Downingtown,19335,610,40.008289000000005,-75.702163,0.35882169544644793,-0.21249721514163789,118582.915425842+0i,3313,MeanMedium,MedianMedium,0,1,0,0,1,0
11416,PA,Port Vue,15133,412,40.350815999999995,-79.890602,0.0477620690500781,-0.4045840443736874,108401.65561329+0i,885,MeanMedium,MedianMedium,0,1,0,0,1,0
11417,PA,Emporium,15834,814,41.343259,-78.125248,-1.126422084846596,-0.9465153369433107,40293.2553597387+0i,38,MeanLow,MedianLow,1,0,0,1,0,0
11418,PA,Kutztown,19530,610,40.46179,-75.754469,-0.37333772109684044,1.6590593829116356,0+90346.0181329008i,241,MeanMedium,MedianHigh,0,1,0,0,0,1
11419,PA,Dubois,15801,814,41.122269,-78.75615400000001,-0.38847587674329304,-0.589521548289637,88830.4614314724+0i,3522,MeanMedium,MedianLow,0,1,0,1,0,0
11420,PA,Saxton,16678,814,40.205307,-78.17830500000001,-0.6159575292119641,-0.5492863887715508,63519.8651758172+0i,73,MeanMedium,MedianLow,0,1,0,1,0,0
11421,PA,Duncannon,17020,717,40.395178,-77.02773,0.24989611988168475,-0.265762797148894,115983.158347627+0i,688,MeanMedium,MedianMedium,0,1,0,0,1,0
11422,PA,Belle Vernon,15012,724,40.109571,-79.858734,0.00900189804640384,-0.36310552393106216,107702.498898574+0i,148,MeanMedium,MedianMedium,0,1,0,0,1,0
